# AUTHOR: S. F. Sanchez
# SOURCE: Early Studies
# DATE: 2011-12-16
# VERSION: 1.0
# OBJECT: ngc628
# RA_OBJ: 24.17375 | 01:36:41.7
# DEC_OBJ: 15.7836111111111 | +15:47:01.0
# Re: 122.176537805958 | Effective Radius Arcsec
# eRe: 8.82473393492684 | estimated error of the Effective Radius Arcsec
# type_OBJ: Sa(s)c	
# redshift_OBJ: 0.00219
# modz: 29.67, Distance modulus modz = 5 log(DL) + 25
# Number_Arms: 2, Number of Arms detected
# Quality_Arms_Analysis: 1, 0= Bad Arms FIT, 1 = Good Arms FIT
# BAD_VALUES: nan
# COLUMN1:  ID         ,   int, , ID of the HII region in the ngc628 galaxy
# COLUMN2:  RA, float, degrees, Right ascension of the HII region
# COLUMN3:  DEC, float, degrees, Declination of the HII region
# COLUMN4:  Xobs, float, arcsec, delta right ascension from the center
# COLUMN5:  Yobs, float, arcsec, delta declination from the center
# COLUMN6:  Xres, float, kpc, deprojected delta X coordinate from the center
# COLUMN7:  Yres, float, kpc, deprojected delta Y coordinate from the center
# COLUMN8:  R, float, kpc, deprojected distance to the center
# COLUMN9:  Theta, float, degrees, deprojected position angle
# COLUMN10:  N_Arm, int, , ID of the nearest ARM
# COLUMN11:  Inter_Arm, int, , 1 = HII region associated with the ARM; 0 = Inter ARM HII region
# COLUMN12:  D_min_Arm, float, arcsec, Minimum Distance to the nearest ARM
# COLUMN13:  D_Arm, float, arcsec, Spiralcentric distance, Distance along the nearest ARM
# COLUMN14:  Theta_Arm, float, degrees, Angular Distance to the nearest ARM
# COLUMN15: vel_Ha, float, km/s, Ha velocity of the ionized gas
# COLUMN16: e_vel_Ha, float, km/s, Error of the Ha velocity of the ionized gas
# COLUMN17:  log10(L_Halpha), float, Erg s-1 , Halpha dust corrected Luminosity
# COLUMN18:  e_log10(L_Halpha), float, Erg s-1 , Halpha dust corrected Luminosity
 ngc628-110        ,   24.1683,  15.7302,    -20.5,  -192.3,      0.8,    -9.7,      9.8,   274.7,   2,  1,    39.1,  4100.5,     3.8,    468.7,    40.8,  38.27,  0.12
 ngc628-111        ,   24.1763,  15.7740,      9.6,   -34.5,     -0.4,    -1.7,      1.8,   256.8,   2,  1,     1.6,   928.9,    -2.5,    495.2,     9.7,  38.47,  0.14
 ngc628-113        ,   24.1786,  15.8106,     18.0,    97.0,     -0.7,     4.9,      5.0,    98.4,   2,  0,    33.8,  2163.9,     4.1,    555.6,    33.8,  39.21,  0.17
 ngc628-115        ,   24.1615,  15.7978,    -46.0,    51.0,      1.9,     2.6,      3.2,    53.2,   2,  1,    11.9,  1778.2,     2.3,    499.3,    18.4,  39.17,  0.14
 ngc628-116        ,   24.2142,  15.7636,    151.2,   -72.1,     -6.3,    -3.6,      7.2,   209.8,   2,  0,    70.4,  3081.6,     5.3,    511.3,    12.2,  38.36,  0.09
 ngc628-117        ,   24.1831,  15.7992,     34.8,    56.1,     -1.4,     2.8,      3.2,   116.7,   2,  1,     3.1,  2308.3,     1.6,    445.3,    41.5,  38.27,  0.14
 ngc628-118        ,   24.1462,  15.8017,   -102.9,    65.2,      4.3,     3.3,      5.4,    37.3,   1,  1,    16.0,  3186.7,     2.4,    521.9,    36.9,  38.46,  0.10
 ngc628-119        ,   24.2056,  15.7914,    119.3,    28.2,     -4.9,     1.5,      5.2,   163.5,   2,  0,    43.4,  2706.7,     5.5,    510.6,    50.2,  39.29,  0.14
 ngc628-121        ,   24.1523,  15.7843,    -80.1,     2.3,      3.3,     0.1,      3.3,     1.6,   1,  1,    12.9,  2794.6,    -3.5,    522.1,   138.1,  38.97,  0.29
 ngc628-122        ,   24.1478,  15.7824,    -97.0,    -4.5,      4.0,    -0.3,      4.0,   356.4,   1,  1,     5.3,  2794.6,     0.8,    490.7,    30.6,  38.62,  0.13
 ngc628-123        ,   24.1628,  15.7812,    -40.9,    -8.6,      1.7,    -0.4,      1.8,   345.3,   2,  1,     8.2,  1417.5,    -0.2,    485.1,    46.2,  38.59,  0.11
 ngc628-124        ,   24.1841,  15.7462,     38.8,  -134.8,     -1.6,    -6.8,      7.0,   256.4,   2,  1,     9.0,  3666.7,     0.9,    524.2,    29.2,  38.68,  0.17
 ngc628-125        ,   24.1899,  15.7810,     60.4,    -9.2,     -2.5,    -0.4,      2.5,   190.2,   1,  1,    17.1,  1512.3,     5.4,    520.4,    62.3,  38.92,  0.12
 ngc628-127        ,   24.2086,  15.8052,    130.3,    77.6,     -5.4,     4.0,      6.7,   143.6,   1,  0,    51.1,  5006.7,    -6.5,    520.3,    35.6,  38.23,  0.11
 ngc628-128        ,   24.1862,  15.7995,     46.7,    57.1,     -1.9,     2.9,      3.5,   123.6,   2,  1,     5.8,  2383.4,     3.7,    517.4,    23.7,  38.36,  0.11
 ngc628-130        ,   24.1866,  15.8113,     48.0,    99.8,     -2.0,     5.1,      5.4,   111.2,   2,  0,    43.9,  2308.3,     7.7,    543.5,    30.7,  37.98,  0.10
 ngc628-131        ,   24.1817,  15.7455,     29.9,  -137.4,     -1.3,    -6.9,      7.1,   259.6,   2,  1,    11.4,  3666.7,    -2.9,    524.6,    58.1,  39.27,  0.17
 ngc628-133        ,   24.1891,  15.7410,     57.4,  -153.6,     -2.4,    -7.7,      8.1,   252.7,   2,  1,    35.2,  3666.7,     5.3,    507.1,    31.6,  38.33,  0.09
 ngc628-134        ,   24.1937,  15.7855,     74.6,     6.6,     -3.1,     0.4,      3.1,   173.4,   2,  1,     6.5,  2706.7,    -2.7,    529.2,    36.2,  39.06,  0.11
 ngc628-135        ,   24.1807,  15.8078,     26.0,    87.0,     -1.1,     4.4,      4.5,   103.5,   2,  1,    25.6,  2163.9,    -2.0,    516.2,    31.1,  38.63,  0.11
 ngc628-136        ,   24.1965,  15.7995,     85.1,    57.2,     -3.5,     2.9,      4.6,   140.3,   2,  1,    29.7,  2540.1,     6.4,    527.4,    37.5,  39.46,  0.10
 ngc628-137        ,   24.1973,  15.7716,     87.9,   -43.3,     -3.7,    -2.2,      4.2,   210.6,   2,  1,     7.7,  3081.6,     4.5,    554.2,    33.7,  38.85,  0.14
 ngc628-138        ,   24.1564,  15.7846,    -64.9,     3.4,      2.7,     0.2,      2.7,     3.2,   2,  1,    13.6,  1512.3,     2.4,    485.0,    31.4,  39.19,  0.14
 ngc628-139        ,   24.1593,  15.7501,    -54.0,  -120.5,      2.2,    -6.1,      6.5,   289.9,   2,  1,    36.3,  4261.5,    -5.9,    556.3,    67.2,  38.21,  0.15
 ngc628-140        ,   24.1554,  15.7418,    -68.5,  -150.7,      2.8,    -7.6,      8.1,   290.2,   2,  1,    11.2,  4431.6,     2.2,    489.4,    21.2,  38.48,  0.09
 ngc628-141        ,   24.1440,  15.7923,   -111.2,    31.3,      4.6,     1.5,      4.9,    18.5,   1,  1,    17.1,  2981.5,     0.7,    515.2,   114.4,  38.38,  0.30
 ngc628-142        ,   24.1828,  15.7710,     34.0,   -45.3,     -1.4,    -2.3,      2.7,   238.1,   1,  1,     2.5,  1721.2,    -1.5,    530.2,    27.6,  38.84,  0.12
 ngc628-143        ,   24.1549,  15.8274,    -70.5,   157.8,      3.0,     8.0,      8.5,    69.6,   1,  1,    46.3,  3666.7,     4.7,    498.6,    62.5,  38.19,  0.19
 ngc628-144        ,   24.1613,  15.8061,    -46.4,    81.1,      1.9,     4.1,      4.5,    64.6,   1,  1,    26.7,  3414.0,    -7.4,    482.2,    56.1,  38.83,  0.15
 ngc628-145        ,   24.1716,  15.7380,     -8.0,  -164.4,      0.3,    -8.3,      8.3,   272.0,   2,  1,    17.4,  3948.1,    -1.2,    474.0,    43.6,  38.26,  0.13
 ngc628-147        ,   24.1759,  15.7784,      8.2,   -18.7,     -0.3,    -0.9,      1.0,   250.0,   1,  1,     1.3,   359.9,     2.5,    487.8,    16.6,  39.21,  0.10
 ngc628-152        ,   24.1760,  15.7918,      8.4,    29.4,     -0.3,     1.5,      1.5,   102.9,   1,  1,     5.5,  1117.7,    -3.4,    524.6,    23.7,  39.33,  0.11
 ngc628-153        ,   24.1985,  15.7743,     92.6,   -33.4,     -3.8,    -1.7,      4.2,   203.3,   2,  1,     6.2,  2981.5,     1.5,    505.9,    38.3,  39.25,  0.11
 ngc628-154        ,   24.1704,  15.7774,    -12.4,   -22.5,      0.5,    -1.1,      1.2,   294.1,   1,  1,     3.6,   521.0,     1.4,    513.0,    22.7,  39.13,  0.13
 ngc628-155        ,   24.1513,  15.7472,    -84.0,  -131.0,      3.5,    -6.6,      7.5,   297.4,   2,  1,    25.6,  4431.6,    -6.0,    523.5,    44.5,  38.22,  0.21
 ngc628-156        ,   24.1607,  15.7664,    -48.8,   -61.9,      2.0,    -3.1,      3.7,   302.6,   1,  1,     3.4,  2308.3,    -2.4,    500.7,     4.9,  38.91,  0.12
 ngc628-157        ,   24.2126,  15.7610,    145.2,   -81.3,     -6.0,    -4.1,      7.3,   213.9,   2,  0,    67.2,  3186.7,    10.7,    475.9,    51.8,  39.28,  0.08
 ngc628-160        ,   24.1686,  15.7700,    -19.4,   -49.2,      0.8,    -2.5,      2.6,   287.7,   2,  1,     9.1,  1117.7,    -0.5,    526.1,    21.2,  39.07,  0.13
 ngc628-161        ,   24.1820,  15.7867,     30.7,    11.0,     -1.3,     0.6,      1.4,   156.0,   1,  1,     7.4,  1372.0,     3.1,    495.8,    84.0,  37.96,  0.13
 ngc628-163        ,   24.1946,  15.7606,     77.9,   -82.7,     -3.2,    -4.2,      5.3,   232.0,   2,  1,     5.5,  3297.4,     2.2,    493.8,    49.5,  38.58,  0.13
 ngc628-164        ,   24.1798,  15.7511,     22.7,  -117.0,     -1.0,    -5.9,      6.0,   260.7,   2,  1,    15.4,  3666.7,    -4.2,    490.5,   242.2,  38.32,  0.26
 ngc628-166        ,   24.1741,  15.7901,      1.2,    23.2,     -0.0,     1.2,      1.2,    92.1,   2,  1,     3.2,   472.1,    -4.2,    592.6,   118.1,  38.63,  0.43
 ngc628-168        ,   24.1935,  15.7883,     73.8,    16.8,     -3.1,     0.9,      3.2,   164.1,   2,  1,     6.6,  2622.0,    -4.8,    521.7,     3.8,  38.76,  0.17
 ngc628-169        ,   24.1513,  15.7968,    -84.0,    47.5,      3.5,     2.4,      4.2,    34.2,   1,  1,     8.9,  3081.6,    -3.9,    494.9,    62.5,  38.31,  0.21
 ngc628-172        ,   24.1967,  15.7828,     85.9,    -3.0,     -3.6,    -0.1,      3.6,   182.0,   2,  1,     2.0,  2794.6,     0.1,    512.2,    47.2,  38.74,  0.12
 ngc628-173        ,   24.1842,  15.8012,     39.1,    63.4,     -1.6,     3.2,      3.6,   116.6,   2,  1,     6.4,  2308.3,     1.7,    560.3,    51.4,  38.06,  0.13
 ngc628-174        ,   24.1918,  15.7399,     67.6,  -157.2,     -2.8,    -7.9,      8.4,   250.3,   2,  1,    45.0,  3666.7,     8.1,    449.4,    93.7,  37.66,  0.10
 ngc628-175        ,   24.1309,  15.7840,   -160.2,     1.6,      6.6,     0.0,      6.6,     0.3,   1,  0,    66.8,  2886.0,     6.7,    511.5,    36.2,  38.18,  0.12
 ngc628-177        ,   24.1892,  15.7383,     57.7,  -163.3,     -2.4,    -8.2,      8.6,   253.5,   2,  1,    43.2,  3666.7,     4.3,    470.7,    55.6,  38.64,  0.10
 ngc628-178        ,   24.1613,  15.7690,    -46.4,   -52.7,      1.9,    -2.7,      3.3,   305.5,   1,  1,    10.5,  2308.3,    -5.5,    526.8,    25.4,  38.21,  0.15
 ngc628-180        ,   24.2102,  15.8195,    136.5,   129.2,     -5.6,     6.6,      8.7,   130.6,   1,  1,    10.5,  4802.9,    -3.2,    513.2,    93.1,  38.36,  0.18
 ngc628-182        ,   24.1851,  15.7700,     42.5,   -48.9,     -1.8,    -2.5,      3.0,   234.2,   1,  1,    10.5,  1721.2,     2.6,    511.7,    34.5,  38.66,  0.13
 ngc628-186        ,   24.2031,  15.7705,    109.8,   -47.1,     -4.6,    -2.3,      5.1,   207.2,   2,  1,    25.7,  3081.6,     7.6,    502.9,    53.8,  38.25,  0.11
 ngc628-187        ,   24.1479,  15.7746,    -96.7,   -32.4,      4.0,    -1.7,      4.3,   337.4,   1,  1,    15.4,  2622.0,    -1.3,    491.6,   129.1,  38.20,  0.16
 ngc628-188        ,   24.1868,  15.7936,     48.8,    36.0,     -2.0,     1.8,      2.7,   137.7,   2,  1,    11.6,  2460.6,    -0.9,    487.6,    52.8,  38.09,  0.12
 ngc628-190        ,   24.1368,  15.8010,   -138.2,    62.7,      5.7,     3.1,      6.5,    28.6,   1,  0,    49.5,  3081.6,     1.2,    499.7,    22.7,  38.19,  0.10
 ngc628-191        ,   24.1782,  15.7542,     16.8,  -105.8,     -0.7,    -5.3,      5.4,   262.3,   2,  1,    27.6,  3666.7,    -6.2,    489.6,   126.1,  38.20,  0.10
 ngc628-192        ,   24.1518,  15.7501,    -82.0,  -120.8,      3.4,    -6.1,      7.0,   298.8,   2,  1,    35.4,  4431.6,    -7.5,    511.4,    13.0,  38.53,  0.15
 ngc628-193        ,   24.1674,  15.7878,    -23.9,    15.2,      1.0,     0.8,      1.3,    37.4,   1,  1,     5.3,   827.8,    -3.5,    537.3,    33.6,  38.07,  0.24
 ngc628-195        ,   24.1871,  15.7450,     49.9,  -138.9,     -2.1,    -7.0,      7.3,   253.3,   2,  1,    19.6,  3666.7,     4.6,    513.7,    94.6,  38.42,  0.22
 ngc628-196        ,   24.1777,  15.7990,     14.7,    55.4,     -0.6,     2.8,      2.9,   102.0,   2,  1,     8.0,  2163.9,    -0.2,    511.9,    63.1,  38.19,  0.14
 ngc628-197        ,   24.1976,  15.7947,     89.4,    39.8,     -3.7,     2.0,      4.2,   151.1,   2,  1,    22.8,  2622.0,     6.3,    499.1,   386.5,  37.57,  0.32
 ngc628-200        ,   24.1679,  15.8372,    -21.9,   192.9,      1.0,     9.7,      9.8,    84.4,   1,  1,    54.4,  3948.1,     4.9,    503.3,   103.1,  37.83,  0.19
 ngc628-201        ,   24.1834,  15.7681,     36.0,   -55.7,     -1.5,    -2.8,      3.2,   241.8,   1,  1,     9.5,  1778.2,     3.1,    521.8,    67.6,  39.05,  0.13
 ngc628-203        ,   24.2098,  15.7862,    135.0,     9.3,     -5.6,     0.5,      5.6,   174.8,   2,  0,    52.6,  2794.6,     6.0,    517.9,    72.2,  37.83,  0.16
 ngc628-205        ,   24.1324,  15.8125,   -154.6,   104.0,      6.4,     5.2,      8.3,    39.0,   1,  0,    79.0,  3297.4,     9.9,    523.8,    47.9,  38.50,  0.20
 ngc628-206        ,   24.1766,  15.7881,     10.5,    16.1,     -0.4,     0.8,      0.9,   117.7,   2,  1,     1.5,   546.1,    -2.7,    449.9,    90.7,  37.91,  0.22
 ngc628-209        ,   24.1377,  15.7900,   -134.7,    23.1,      5.6,     1.1,      5.7,    11.4,   1,  1,    40.5,  2981.5,     6.7,    534.8,    83.2,  37.92,  0.16
 ngc628-210        ,   24.1914,  15.7476,     66.2,  -129.5,     -2.8,    -6.5,      7.1,   247.0,   2,  1,    22.9,  3536.9,     3.4,    573.5,   147.2,  38.20,  0.23
 ngc628-211        ,   24.1737,  15.7765,     -0.2,   -25.4,      0.0,    -1.3,      1.3,   270.1,   1,  1,     0.5,   425.4,     1.0,    518.9,    78.5,  38.14,  0.18
 ngc628-214        ,   24.1799,  15.7465,     23.1,  -133.5,     -1.0,    -6.7,      6.8,   261.7,   2,  1,     8.2,  3803.6,     3.0,    496.7,   368.2,  37.98,  0.25
 ngc628-216        ,   24.1774,  15.7411,     13.8,  -153.1,     -0.6,    -7.7,      7.8,   265.5,   2,  1,    14.9,  3803.6,    -1.6,    474.0,    59.8,  38.25,  0.16
 ngc628-218        ,   24.1976,  15.7778,     89.2,   -20.8,     -3.7,    -1.0,      3.8,   195.4,   2,  1,     4.1,  2886.0,    -1.3,    503.6,    91.9,  38.99,  0.13
 ngc628-220        ,   24.1689,  15.7384,    -18.3,  -162.8,      0.7,    -8.2,      8.3,   275.0,   2,  1,    12.4,  4100.5,     3.5,    494.5,    85.0,  38.77,  0.16
 ngc628-225        ,   24.2153,  15.7609,    155.6,   -81.9,     -6.5,    -4.1,      7.7,   212.3,   2,  0,    77.5,  3186.7,    12.2,    466.3,    70.3,  38.05,  0.20
 ngc628-227        ,   24.1643,  15.7463,    -35.2,  -134.5,      1.4,    -6.8,      7.0,   281.8,   2,  1,    21.0,  4100.5,    -4.8,    478.1,    39.0,  38.47,  0.10
 ngc628-229        ,   24.2042,  15.7897,    114.1,    22.0,     -4.7,     1.1,      4.9,   166.4,   2,  0,    36.3,  2706.7,     3.1,    522.6,    93.0,  38.72,  0.14
 ngc628-230        ,   24.1589,  15.8145,    -55.6,   111.4,      2.3,     5.6,      6.1,    67.4,   1,  1,     4.3,  3536.9,    -1.7,    470.5,    63.3,  38.97,  0.19
 ngc628-232        ,   24.1596,  15.7472,    -53.1,  -131.1,      2.2,    -6.6,      7.0,   288.1,   2,  1,    25.7,  4261.5,    -3.8,    555.2,    80.0,  38.06,  0.21
 ngc628-233        ,   24.1446,  15.7982,   -109.2,    52.4,      4.5,     2.6,      5.2,    30.0,   1,  1,    18.8,  3081.6,    -0.1,    496.9,   285.1,  37.95,  0.47
 ngc628-234        ,   24.1907,  15.7733,     63.6,   -37.1,     -2.6,    -1.9,      3.2,   215.1,   2,  0,    23.1,  2981.5,    -8.9,    525.5,   183.1,  38.52,  0.34
 ngc628-236        ,   24.1758,  15.7855,      7.8,     6.6,     -0.3,     0.3,      0.5,   133.5,   1,  1,     0.5,   182.0,     3.0,    517.0,   257.7,  38.03,  0.29
 ngc628-239        ,   24.1833,  15.8114,     35.9,   100.1,     -1.5,     5.1,      5.3,   106.1,   2,  0,    40.0,  2235.1,     4.3,    432.7,    70.3,  37.85,  0.22
 ngc628-245        ,   24.1558,  15.8092,    -67.0,    92.1,      2.8,     4.6,      5.4,    58.9,   1,  1,     3.5,  3414.0,    -1.1,    522.5,    84.0,  38.50,  0.19
 ngc628-253        ,   24.1409,  15.8007,   -123.0,    61.5,      5.1,     3.1,      6.0,    31.0,   1,  1,    35.3,  3081.6,    -1.0,    494.1,    65.8,  37.86,  0.22
 ngc628-262        ,   24.1887,  15.7498,     55.8,  -121.6,     -2.3,    -6.1,      6.6,   249.1,   2,  1,    10.0,  3536.9,     1.0,    527.8,   100.9,  38.28,  0.19
 ngc628-264        ,   24.1249,  15.8120,   -182.7,   102.1,      7.6,     5.1,      9.2,    33.9,   1,  0,   103.7,  3186.7,     5.5,    493.0,    72.1,  38.44,  0.16
 ngc628-266        ,   24.1920,  15.7499,     68.3,  -121.2,     -2.9,    -6.1,      6.7,   244.9,   2,  1,    20.1,  3536.9,     5.8,    501.2,   437.9,  37.70,  0.19
 ngc628-268        ,   24.1681,  15.7974,    -21.0,    49.5,      0.9,     2.5,      2.6,    70.6,   2,  1,     6.1,  1898.6,     1.2,    475.4,    33.2,  37.81,  0.18
 ngc628-275        ,   24.1401,  15.7534,   -126.1,  -108.8,      5.2,    -5.5,      7.6,   313.2,   2,  1,    34.0,  4802.9,    -5.3,    520.7,   176.0,  37.90,  0.17
 ngc628-281        ,   24.2039,  15.8122,    112.9,   102.9,     -4.7,     5.2,      7.0,   131.6,   1,  1,    35.8,  4802.9,    -4.2,    524.9,   112.5,  38.23,  0.21
 ngc628-283        ,   24.2020,  15.7919,    105.7,    29.8,     -4.4,     1.5,      4.6,   160.7,   2,  1,    32.2,  2706.7,     7.9,    525.8,    91.3,  38.83,  0.16
 ngc628-285        ,   24.1869,  15.7568,     49.2,   -96.4,     -2.1,    -4.9,      5.3,   247.0,   2,  1,    13.5,  3414.0,    -5.2,    480.4,    49.4,  38.26,  0.11
 ngc628-286        ,   24.1409,  15.8161,   -123.0,   117.0,      5.1,     5.9,      7.8,    48.9,   1,  0,    57.9,  3414.0,     9.3,    488.1,   235.5,  37.78,  0.22
 ngc628-288        ,   24.1704,  15.7320,    -12.5,  -185.9,      0.5,    -9.4,      9.4,   272.9,   2,  1,    35.2,  4100.5,     6.0,    493.4,    98.7,  37.83,  0.25
 ngc628-293        ,   24.1700,  15.7903,    -14.2,    24.1,      0.6,     1.2,      1.4,    64.0,   1,  1,     6.6,   928.9,    -3.7,    489.0,   122.7,  38.53,  0.22
 ngc628-308        ,   24.1987,  15.7808,     93.4,   -10.3,     -3.9,    -0.5,      3.9,   187.2,   2,  1,    10.5,  2886.0,     5.5,    430.7,    82.8,  37.84,  0.30
 ngc628-310        ,   24.1383,  15.7660,   -132.8,   -63.2,      5.5,    -3.2,      6.4,   329.5,   1,  0,    61.4,  2622.0,     5.6,    508.2,    54.2,  37.84,  0.31
 ngc628-311        ,   24.1727,  15.8265,     -3.9,   154.4,      0.2,     7.8,      7.8,    88.5,   1,  1,    13.0,  3948.1,    -0.2,    540.4,    40.3,  37.23,  0.25
 ngc628-321        ,   24.1478,  15.7695,    -97.2,   -50.7,      4.0,    -2.6,      4.8,   327.2,   1,  1,    25.3,  2540.1,    -1.1,    493.5,    57.9,  37.76,  0.15
 ngc628-326        ,   24.1887,  15.7652,     55.8,   -66.1,     -2.3,    -3.3,      4.1,   235.0,   2,  1,    23.7,  3297.4,    -0.9,    477.8,    20.3,  38.01,  0.13
 ngc628-358        ,   24.1542,  15.8237,    -73.0,   144.3,      3.1,     7.3,      7.9,    67.2,   1,  1,    38.5,  3666.7,     7.5,    524.9,   114.8,  38.59,  0.19
 ngc628-369        ,   24.1439,  15.7898,   -111.7,    22.4,      4.6,     1.1,      4.8,    13.3,   1,  1,    18.1,  2981.5,     5.1,    493.2,    38.6,  37.96,  0.13
