# AUTHOR: S. F. Sanchez
# SOURCE: Early Studies
# DATE: 2011-12-16
# VERSION: 1.0
# OBJECT: ngc628
# RA_OBJ: 24.17375 | 01:36:41.7
# DEC_OBJ: 15.7836111111111 | +15:47:01.0
# Re: 122.176537805958 | Effective Radius Arcsec
# eRe: 8.82473393492684 | estimated error of the Effective Radius Arcsec
# type_OBJ: Sa(s)c	
# redshift_OBJ: 0.00219
# modz: 29.67, Distance modulus modz = 5 log(DL) + 25
# NON_PHYSICAL_VALUES: rat_Ha_Hb<2.7
# BAD_VALUES: nan
# COLUMN1:   ID         ,   int, , ID of the HII region in the ngc628 galaxy
# COLUMN2:   Flux_Hbeta, float, 10-16 Erg s-1 cm-2 , Hbeta Observed Flux
# COLUMN3:   e_Flux_Hbeta, float, 10-16 Erg s-1 cm-2 , Hbeta Observed Flux Error
# COLUMN4:  rat_OII_Hb, float, , [OII]3727/Hbeta line ratio
# COLUMN5:  e_rat_OII_Hb, float, , [OII]3727/Hbeta line ratio error
# COLUMN6:   rat_OIII_Hb, float, , [OIII]5007/Hbeta line ratio
# COLUMN7:   e_rat_OIII_Hb, float, , [OIII]5007/Hbeta line ratio error
# COLUMN8:   rat_OI_Hb, float, , OI6300/Hbeta line ratio
# COLUMN9:   e_rat_OI_Hb, float, , OI6300/Hbeta line ratio error
# COLUMN10:   rat_Ha_Hb, float, , Halpha/Hbeta line ratio
# COLUMN11:   e_rat_Ha_Hb, float, , Halpha/Hbeta line ratio error
# COLUMN12:   rat_NII_Hb, float, , [NII]6583/Hbeta line ratio
# COLUMN13:  e_rat_NII_Hb, float, , [NII]6583/Hbeta line ratio error
# COLUMN14:   rat_He_Hb, float, , HeI6678/Hbeta line ratio
# COLUMN15:  e_rat_He_Hb, float, , HeI6678/Hbeta line ratio error
# COLUMN16:   rat_SII6717_Hb, float, , [SII]6717/Hbeta line ratio
# COLUMN17:  e_rat_SII6717_Hb, float, , [SII]6717/Hbeta line ratio error
# COLUMN18:   rat_SII6731_Hb, float, , [SII]6731/Hbeta line ratio
# COLUMN19:  e_rat_SII6731_Hb, float, , [SII]6731/Hbeta line ratio error
# COLUMN20:  BTP_type , float, , 0=NO.BTP; 1=SF; 2=SF/AGN; 3=AGN
 ngc628-093        ,    29.247,    3.836,    1.613,   0.753,    0.390,   0.182,      nan,     nan,    3.876,   0.938,    1.130,   0.577,    0.036,   0.020,    0.597,   0.409,    0.421,   0.386,  1
 ngc628-094        ,    55.705,   19.622,    1.368,     nan,      nan,     nan,      nan,     nan,    3.368,   1.659,    0.725,   0.728,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-095        ,    37.770,    3.853,    1.715,   0.499,    0.540,   0.157,      nan,     nan,    3.951,   0.681,    0.926,   0.373,    0.027,   0.015,    0.476,   0.160,    0.333,   0.145,  1
 ngc628-096        ,    30.283,   11.152,    1.724,   3.594,    0.215,   0.447,      nan,     nan,    4.316,   2.078,    1.267,   0.955,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-097        ,    37.054,   13.247,    1.000,   1.101,    0.481,   0.529,      nan,     nan,    5.531,   2.704,    1.557,   1.284,      nan,     nan,    0.724,   0.664,      nan,     nan,  1
 ngc628-098        ,    72.942,   13.514,    1.455,   1.447,    0.229,   0.228,      nan,     nan,    3.577,   1.107,    0.980,   0.626,      nan,     nan,    0.696,   0.339,    0.537,   0.310,  1
 ngc628-099        ,    48.330,   14.881,      nan,     nan,    0.146,   0.353,      nan,     nan,    4.458,   1.850,    1.526,   0.947,      nan,     nan,    0.666,   0.669,    0.548,   0.632,  0
 ngc628-100        ,    58.251,   20.084,    3.440,   6.558,    0.221,   0.421,      nan,     nan,    3.762,   1.875,    1.167,   0.981,    0.088,   0.060,      nan,     nan,      nan,     nan,  0
 ngc628-101        ,    42.074,    9.163,    3.411,   1.316,    1.295,   0.500,      nan,     nan,    3.039,   1.156,    0.769,   0.662,    0.117,   0.053,      nan,     nan,      nan,     nan,  1
 ngc628-102        ,    43.488,   17.154,    0.396,   0.757,    0.260,   0.497,      nan,     nan,    3.372,   1.829,    1.482,   1.084,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-103        ,    23.517,   18.024,    0.785,     nan,      nan,     nan,      nan,     nan,    7.707,   6.749,    1.557,   2.036,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-105        ,    26.903,    5.150,    1.548,   0.806,    0.582,   0.303,      nan,     nan,    4.510,   1.372,    1.279,   0.754,    0.042,   0.023,    0.618,   0.461,    0.353,   0.410,  1
 ngc628-106        ,    60.642,    8.683,    2.250,   0.877,    0.581,   0.226,      nan,     nan,    3.001,   0.809,    0.715,   0.481,    0.116,   0.033,    0.554,   0.262,    0.486,   0.252,  1
 ngc628-107        ,    41.280,   21.309,    0.102,     nan,      nan,     nan,      nan,     nan,    6.166,   3.776,    1.981,   1.616,      nan,     nan,    0.881,   0.965,    0.631,   0.836,  0
 ngc628-109        ,    29.146,   17.988,    4.540,  75.415,    0.039,   0.641,      nan,     nan,    6.465,   4.860,    1.727,   1.936,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-110        ,    32.366,   17.136,    3.126,   4.525,    0.577,   0.835,      nan,     nan,    3.652,   2.387,    0.921,   0.941,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-111        ,    42.725,   17.527,    1.371,   4.032,    0.162,   0.477,      nan,     nan,    3.864,   2.111,    0.967,   0.922,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-113        ,    24.458,   23.351,    0.526,     nan,      nan,     nan,      nan,     nan,    7.574,   8.547,    1.709,   2.947,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-115        ,    50.100,   22.179,    3.492,   7.938,    0.242,   0.550,      nan,     nan,    5.963,   3.459,    1.355,   1.419,    0.147,   0.114,      nan,     nan,      nan,     nan,  1
 ngc628-116        ,    39.002,    5.913,    1.804,   0.669,    0.692,   0.257,      nan,     nan,    3.690,   0.904,    0.915,   0.483,    0.056,   0.026,    0.484,   0.215,    0.306,   0.188,  1
 ngc628-117        ,    51.213,   16.106,    2.135,   2.674,    0.335,   0.420,      nan,     nan,    3.190,   1.460,    0.992,   0.769,      nan,     nan,    0.569,   0.435,    0.345,   0.364,  0
 ngc628-118        ,    33.674,    3.427,    1.635,   0.495,    0.506,   0.153,      nan,     nan,    4.115,   0.839,    1.137,   0.535,      nan,     nan,    0.704,   0.212,    0.527,   0.194,  1
 ngc628-119        ,    10.406,    9.252,      nan,     nan,    0.232,   1.095,      nan,     nan,   10.336,  10.662,    2.920,   4.069,    0.212,   0.225,      nan,     nan,      nan,     nan,  1
 ngc628-121        ,    25.056,   15.520,    3.490,   7.262,    0.424,   0.882,      nan,     nan,    6.369,   5.808,    2.041,   3.127,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-122        ,    41.422,   15.183,    2.088,   2.717,    0.392,   0.510,      nan,     nan,    4.316,   2.133,    1.282,   1.021,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-123        ,    29.478,   16.248,    0.306,   0.835,    0.253,   0.691,      nan,     nan,    4.687,   3.113,    1.113,   1.143,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-124        ,    62.732,   10.104,    3.581,   1.986,    0.409,   0.227,      nan,     nan,    3.986,   1.321,    1.134,   0.861,      nan,     nan,    0.734,   0.481,    0.522,   0.447,  1
 ngc628-125        ,    16.520,    8.453,    0.829,     nan,      nan,     nan,      nan,     nan,    6.969,   4.427,    1.794,   1.779,      nan,     nan,    0.901,   0.989,    0.740,   0.906,  0
 ngc628-127        ,    28.329,    4.990,    1.364,   1.223,    0.244,   0.219,      nan,     nan,    3.704,   1.050,    1.070,   0.587,      nan,     nan,    0.561,   0.408,      nan,     nan,  1
 ngc628-128        ,    50.751,   15.218,    0.489,   0.649,    0.292,   0.387,      nan,     nan,    3.402,   1.411,    1.266,   0.771,      nan,     nan,    0.598,   0.510,    0.448,   0.465,  1
 ngc628-130        ,    39.688,    9.429,    1.488,   1.496,    0.309,   0.311,      nan,     nan,    2.736,   0.919,    0.754,   0.448,    0.087,   0.035,    0.267,   0.310,      nan,     nan,  0
 ngc628-131        ,    16.846,   10.903,    6.966,  27.179,    0.199,   0.776,      nan,     nan,    8.820,   7.177,    2.392,   3.016,      nan,     nan,    1.522,   1.734,    0.995,   1.392,  1
 ngc628-133        ,    26.050,    9.696,    1.421,   1.286,    0.698,   0.632,      nan,     nan,    4.077,   1.869,    1.011,   0.727,    0.041,   0.055,      nan,     nan,      nan,     nan,  1
 ngc628-134        ,    19.439,   11.667,    3.755,  15.400,    0.171,   0.703,      nan,     nan,    7.328,   5.214,    1.988,   2.009,      nan,     nan,    1.072,   1.192,    0.697,   0.966,  1
 ngc628-135        ,    27.637,   10.690,    1.045,   1.542,    0.355,   0.524,      nan,     nan,    4.910,   2.447,    2.064,   1.346,    0.148,   0.080,    0.794,   0.698,    0.665,   0.648,  1
 ngc628-136        ,     6.701,    5.079,    2.031,  16.561,    0.102,   0.836,      nan,     nan,   13.227,  11.377,    3.995,   4.379,      nan,     nan,    2.416,   3.101,    1.543,   2.439,  1
 ngc628-137        ,    30.330,    7.192,    2.332,   1.966,    0.391,   0.330,      nan,     nan,    5.564,   2.125,    1.814,   1.236,      nan,     nan,    0.727,   0.625,    0.459,   0.561,  1
 ngc628-138        ,    18.930,   12.519,    6.307,     nan,      nan,     nan,      nan,     nan,    8.070,   6.472,    2.027,   2.475,      nan,     nan,    0.726,   1.185,      nan,     nan,  0
 ngc628-139        ,    23.582,   10.175,    2.397,   2.657,    0.637,   0.706,      nan,     nan,    3.862,   2.229,    1.327,   1.135,    0.039,   0.031,      nan,     nan,      nan,     nan,  1
 ngc628-140        ,    42.316,    4.972,    2.272,   0.741,    0.563,   0.184,      nan,     nan,    3.908,   0.817,    0.813,   0.453,      nan,     nan,    0.482,   0.307,      nan,     nan,  1
 ngc628-141        ,    40.079,    4.972,    1.190,   0.650,    0.293,   0.160,      nan,     nan,    3.712,   1.591,      nan,     nan,      nan,     nan,    0.432,   0.287,      nan,     nan,  1
 ngc628-142        ,    16.769,   10.246,    1.558,     nan,      nan,     nan,      nan,     nan,    6.586,   4.831,    1.478,   1.710,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-143        ,    22.363,    7.742,    5.189,  17.048,    0.118,   0.387,      nan,     nan,    3.858,   2.067,    0.807,   1.011,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-144        ,    26.435,   18.148,      nan,     nan,    0.341,   0.921,      nan,     nan,    5.706,   4.799,    1.292,   1.769,      nan,     nan,    0.988,   1.568,      nan,     nan,  1
 ngc628-145        ,    34.598,    9.518,    2.032,   1.907,    0.415,   0.389,      nan,     nan,    3.567,   1.451,    0.928,   0.725,      nan,     nan,    0.484,   0.572,      nan,     nan,  1
 ngc628-147        ,    25.393,   14.366,      nan,     nan,      nan,     nan,      nan,     nan,    7.477,   4.989,    1.341,   1.517,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-152        ,    19.871,   14.792,      nan,     nan,      nan,     nan,      nan,     nan,    8.736,   7.443,    1.399,   1.982,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-153        ,    17.325,    9.944,    3.546,   5.851,    0.533,   0.880,      nan,     nan,    8.591,   5.884,    2.671,   2.486,    0.099,   0.088,    1.241,   1.287,    0.724,   0.991,  1
 ngc628-154        ,    14.117,   11.152,    0.166,     nan,      nan,     nan,      nan,     nan,    8.460,   7.774,    2.365,   2.960,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-155        ,    23.766,   12.679,    2.247,   5.025,    0.313,   0.701,      nan,     nan,    3.886,   2.889,    1.084,   1.394,    0.192,   0.133,    1.119,   1.047,    0.668,   0.806,  1
 ngc628-156        ,    13.916,    9.944,    3.888,   8.900,    0.454,   1.039,      nan,     nan,    7.293,   6.103,    1.821,   2.193,      nan,     nan,    0.734,   1.222,      nan,     nan,  0
 ngc628-157        ,     9.790,    7.458,    2.186,     nan,      nan,     nan,      nan,     nan,   10.422,   8.725,    2.654,   2.807,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-160        ,    13.253,   11.134,    0.769,   5.722,    0.127,   0.947,      nan,     nan,    8.231,   7.979,    2.960,   3.551,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-161        ,    22.380,    7.281,    2.495,   3.382,    0.316,   0.428,      nan,     nan,    3.300,   1.508,    0.915,   0.733,      nan,     nan,    0.669,   0.554,    0.487,   0.495,  1
 ngc628-163        ,    24.310,    5.789,    1.864,   1.316,    0.509,   0.359,      nan,     nan,    4.933,   1.793,    1.524,   0.982,    0.024,   0.025,    0.814,   0.595,      nan,     nan,  1
 ngc628-164        ,    16.065,    6.144,    2.538,   2.483,    0.641,   0.628,      nan,     nan,    4.676,   2.992,    1.631,   1.827,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-166        ,    14.336,    9.554,      nan,     nan,      nan,     nan,      nan,     nan,    5.972,   6.536,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-168        ,    12.265,   11.400,      nan,     nan,    0.387,   1.289,      nan,     nan,    6.844,   7.545,    2.996,   3.968,      nan,     nan,    1.369,   2.632,      nan,     nan,  0
 ngc628-169        ,    29.631,   12.679,    2.488,   4.512,    0.309,   0.560,      nan,     nan,    3.855,   2.444,    1.417,   1.401,      nan,     nan,    0.767,   0.803,      nan,     nan,  1
 ngc628-172        ,    20.255,    7.032,    1.312,   1.978,    0.299,   0.451,      nan,     nan,    5.783,   2.722,    1.853,   1.358,    0.144,   0.094,    1.090,   0.817,    0.778,   0.709,  1
 ngc628-173        ,    24.997,    7.529,    0.962,   2.510,    0.130,   0.341,      nan,     nan,    3.426,   1.461,    1.028,   0.739,    0.052,   0.030,    0.416,   0.451,      nan,     nan,  1
 ngc628-174        ,    20.901,    5.167,    4.831,   2.767,    0.759,   0.435,      nan,     nan,    2.489,   0.864,    0.662,   0.413,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-175        ,    42.328,    8.861,    2.168,   1.644,    0.381,   0.289,      nan,     nan,    3.181,   1.044,    0.711,   0.527,      nan,     nan,    0.373,   0.334,      nan,     nan,  0
 ngc628-177        ,    12.655,   12.217,    1.387,   3.867,    0.529,   1.477,      nan,     nan,    6.229,   6.631,    1.736,   2.293,    0.118,   0.198,      nan,     nan,      nan,     nan,  1
 ngc628-178        ,    23.771,    9.767,    3.046,   2.480,    1.019,   0.829,      nan,     nan,    3.857,   2.182,    0.799,   0.925,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-180        ,    24.174,   14.970,    0.906,   1.555,    0.565,   0.969,      nan,     nan,    4.237,   3.377,    1.787,   1.860,      nan,     nan,      nan,     nan,    0.728,   1.142,  
 ngc628-182        ,    18.048,    9.340,    0.813,     nan,      nan,     nan,      nan,     nan,    5.698,   3.694,    1.416,   1.477,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-186        ,    24.742,    6.197,    1.834,   1.307,    0.542,   0.386,      nan,     nan,    3.908,   1.407,    1.286,   0.750,      nan,     nan,    0.583,   0.508,    0.469,   0.480,  1
 ngc628-187        ,    11.921,    6.659,    3.546,   9.464,    0.265,   0.706,      nan,     nan,    4.704,   3.368,    1.687,   1.683,      nan,     nan,    0.733,   1.047,      nan,     nan,  1
 ngc628-188        ,    39.854,    8.950,    2.926,   1.720,    0.618,   0.363,      nan,     nan,    3.029,   1.054,    0.952,   0.588,      nan,     nan,    0.386,   0.336,      nan,     nan,  2
 ngc628-190        ,    33.870,    4.883,    2.147,   0.641,    0.935,   0.279,      nan,     nan,    3.409,   0.831,    0.692,   0.440,      nan,     nan,    0.399,   0.299,    0.271,   0.281,  1
 ngc628-191        ,     8.423,    3.658,    0.657,     nan,      nan,     nan,      nan,     nan,    5.188,   2.786,    1.535,   1.200,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-192        ,    11.016,    8.897,    1.582,     nan,      nan,     nan,      nan,     nan,    6.008,   5.734,    1.169,   1.826,    0.558,   0.534,      nan,     nan,      nan,     nan,  1
 ngc628-193        ,    17.663,   11.400,    1.123,   2.906,    0.332,   0.860,      nan,     nan,    3.818,   3.362,    1.240,   1.698,      nan,     nan,    1.167,   1.360,    0.821,   1.137,  1
 ngc628-195        ,    14.176,    8.950,    7.320,  10.853,    0.742,   1.099,      nan,     nan,    5.185,   4.429,    1.739,   2.253,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-196        ,    16.822,    6.925,    0.771,   1.743,    0.223,   0.503,      nan,     nan,    4.197,   2.301,    1.561,   1.216,      nan,     nan,    0.823,   0.936,      nan,     nan,  0
 ngc628-197        ,    13.129,    2.522,      nan,     nan,      nan,     nan,      nan,     nan,    2.960,   1.517,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-200        ,    10.234,    8.666,    0.844,   4.278,    0.201,   1.017,      nan,     nan,    3.798,   3.949,    1.519,   2.020,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-201        ,     8.139,    5.025,    5.399,  14.937,    0.287,   0.795,      nan,     nan,    9.381,   6.988,    2.587,   2.793,      nan,     nan,    1.988,   1.810,    1.268,   1.366,  0
 ngc628-203        ,    26.767,    7.423,    1.649,   1.551,    0.418,   0.393,    0.287,   0.305,    2.844,   1.238,    0.839,   0.683,      nan,     nan,    0.601,   0.496,    0.344,   0.425,  1
 ngc628-205        ,    11.750,    9.678,    0.547,     nan,      nan,     nan,      nan,     nan,    5.788,   5.916,    1.641,   2.500,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-206        ,    20.534,   14.579,    3.069,   6.291,    0.530,   1.086,      nan,     nan,    3.274,   3.057,    1.167,   1.561,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-209        ,    17.580,    9.678,    1.914,   2.752,    0.621,   0.892,      nan,     nan,    3.459,   2.447,    1.073,   1.133,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-210        ,    15.567,    6.038,    4.991,   6.481,    0.426,   0.553,      nan,     nan,    4.325,   2.672,    1.181,   1.453,    0.057,   0.077,    1.030,   1.028,    0.923,   0.987,  1
 ngc628-211        ,    17.207,   12.093,    2.568,   4.468,    0.678,   1.179,      nan,     nan,    4.027,   3.553,    1.045,   1.458,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-214        ,     7.938,    3.694,    2.066,   2.504,    0.623,   0.755,      nan,     nan,    4.560,   3.274,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-216        ,    30.016,   10.370,    2.214,   1.927,    0.658,   0.573,      nan,     nan,    3.680,   1.851,    0.880,   0.883,      nan,     nan,    0.563,   0.637,      nan,     nan,  1
 ngc628-218        ,     6.689,    4.954,    4.612,     nan,      nan,     nan,      nan,     nan,    9.581,   8.339,    2.865,   3.364,    0.259,   0.273,    1.558,   2.052,    1.273,   1.841,  0
 ngc628-220        ,     9.737,    7.316,    5.435,  45.298,    0.099,   0.826,      nan,     nan,    7.381,   6.702,    1.804,   2.512,      nan,     nan,    1.244,   2.036,      nan,     nan,  0
 ngc628-225        ,    13.804,   10.388,    2.781,   6.140,    0.517,   1.142,      nan,     nan,    4.047,   3.870,    1.091,   1.646,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-227        ,    10.305,    4.031,    3.710,   5.256,    0.381,   0.540,      nan,     nan,    5.893,   2.870,    1.366,   1.100,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-229        ,     7.991,    4.670,    5.732,  10.938,    0.441,   0.842,      nan,     nan,    7.543,   5.480,    2.455,   2.506,    0.147,   0.149,    1.696,   1.803,    1.218,   1.523,  1
 ngc628-230        ,    22.250,   19.445,    4.753,  59.320,    0.075,   0.940,      nan,     nan,    6.600,   6.997,    1.244,   2.317,      nan,     nan,    1.310,   2.352,      nan,     nan,  0
 ngc628-232        ,    12.987,   11.844,    4.245,   7.129,    1.188,   1.996,      nan,     nan,    4.150,   4.656,    1.497,   2.237,    0.073,   0.091,    0.767,   1.237,      nan,     nan,  1
 ngc628-233        ,    20.273,   12.075,    1.869,   3.978,    0.389,   0.827,      nan,     nan,    3.386,   3.593,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-234        ,     8.784,    3.907,    3.565,   4.162,    0.615,   0.718,      nan,     nan,    6.381,   5.021,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-236        ,    14.046,    5.736,    2.711,   3.546,    0.454,   0.594,      nan,     nan,    3.981,   2.790,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-239        ,    29.193,   12.732,    2.513,   4.680,    0.306,   0.569,      nan,     nan,    2.768,   1.821,    0.787,   0.957,    0.064,   0.041,    0.780,   0.836,      nan,     nan,  0
 ngc628-245        ,    13.218,    6.020,    2.017,   2.120,    0.764,   0.804,      nan,     nan,    5.601,   3.593,    1.959,   1.935,      nan,     nan,    0.987,   1.432,      nan,     nan,  
 ngc628-253        ,    28.974,   12.022,    2.650,   2.870,    0.621,   0.673,      nan,     nan,    2.851,   1.812,    0.861,   0.986,      nan,     nan,    0.658,   0.774,      nan,     nan,  1
 ngc628-262        ,    22.623,    6.766,    4.095,   3.417,    0.559,   0.466,      nan,     nan,    4.091,   2.021,    1.298,   1.186,      nan,     nan,    0.771,   0.717,    0.596,   0.665,  1
 ngc628-264        ,     8.068,    7.423,    1.944,     nan,      nan,     nan,      nan,     nan,    6.202,   6.676,    1.314,   2.180,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-266        ,     5.315,    5.221,    5.767,  17.805,    0.467,   1.440,      nan,     nan,    4.233,   4.949,    1.275,   2.044,    0.107,   0.175,      nan,     nan,      nan,     nan,  1
 ngc628-268        ,    16.627,   10.370,    2.842,   5.045,    0.541,   0.961,      nan,     nan,    3.250,   2.627,    0.833,   1.120,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-275        ,     8.204,    3.836,    1.701,   2.154,    0.585,   0.741,      nan,     nan,    4.281,   2.720,    1.369,   1.359,    0.647,   0.402,    0.776,   1.086,      nan,     nan,  1
 ngc628-281        ,     6.813,    3.765,    2.046,   4.122,    0.378,   0.761,      nan,     nan,    5.652,   4.317,    1.955,   2.274,      nan,     nan,      nan,     nan,      nan,     nan,  1
 ngc628-283        ,     5.972,    3.587,    5.020,  32.549,    0.102,   0.662,      nan,     nan,    8.894,   6.784,    2.935,   3.205,    0.194,   0.205,    2.423,   2.338,    1.449,   1.753,  1
 ngc628-285        ,     6.541,    3.090,    2.668,   4.007,    0.459,   0.689,      nan,     nan,    5.860,   3.439,    1.333,   1.300,      nan,     nan,      nan,     nan,      nan,     nan,  2
 ngc628-286        ,     4.321,    4.244,    2.470,   4.729,    1.053,   2.017,      nan,     nan,    4.742,   5.694,    2.003,   3.003,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-288        ,     9.779,    9.287,    8.530,  19.863,    0.689,   1.604,      nan,     nan,    3.866,   4.624,    1.085,   1.982,      nan,     nan,    1.128,   2.128,      nan,     nan,  
 ngc628-293        ,    10.181,    9.394,    5.147,  10.617,    0.809,   1.669,      nan,     nan,    6.180,   7.084,    2.858,   4.019,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-308        ,    17.846,   14.561,    3.087,   9.492,    0.361,   1.111,      nan,     nan,    3.257,   3.650,    1.162,   1.941,    0.118,   0.129,    1.286,   1.864,      nan,     nan,  1
 ngc628-310        ,    29.495,   12.856,    2.762,   9.501,    0.145,   0.499,      nan,     nan,    2.679,   1.985,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-311        ,     7.778,    6.499,    1.428,   3.699,    0.476,   1.234,      nan,     nan,    2.492,   2.696,      nan,     nan,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-321        ,     7.322,    3.516,    3.795,   3.368,    1.179,   1.047,      nan,     nan,    4.009,   2.519,    0.698,   0.930,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-326        ,    12.324,    4.759,    3.691,   3.132,    0.835,   0.709,      nan,     nan,    4.092,   2.113,    0.758,   0.826,      nan,     nan,      nan,     nan,      nan,     nan,  0
 ngc628-358        ,     3.392,    0.923,    5.675,   9.977,    0.183,   0.322,      nan,     nan,    8.890,   4.148,    2.752,   2.477,      nan,     nan,      nan,     nan,      nan,     nan,  
 ngc628-369        ,     9.287,    4.155,    4.032,   3.446,    1.099,   0.939,      nan,     nan,    4.279,   2.488,    1.008,   1.024,    0.305,   0.252,      nan,     nan,      nan,     nan,  
